plant_id,Scientific_Name,Common_Name,Family,Traditional_System,Primary_Use,Toxicity_Level,Evidence_Level
7df390f6-b730-48e7-a180-4b410d514025,Acorus bantcpx,Desert Himalayan Acorus Infusion (Sleep),Fabaceae,TCM,Digestive,Moderate,Traditional
fbd27c42-2348-415c-bab7-6f943cecf895,Terminalia kgwcphe,Wild Himalayan Terminalia Rhizome (Liver),Araliaceae,TCM,Cognitive,High,Preclinical
98c75288-698f-4b46-bb24-15ea1e3aeb8f,Andrographis lcuumyz,Purifying Andean Andrographis Elixir (Inflammation),Euphorbiaceae,Unani,Digestive,High,Traditional
c0c8527b-0a58-448f-9ff1-687b8b5725f8,Camellia iohrhph,Soothing Andean Camellia Fruit (Sleep),Rosaceae,TCM,Respiratory,Low,Preclinical
b3153e12-7b07-43fe-ae19-a941065fa8c1,Alpinia vbiefwu,Ancient Yunnan Alpinia Fruit (Cardiovascular),Solanaceae,Amazonian,Stress,Moderate,Clinical
5830307d-b4df-48c5-a2ce-1ba8c9c9771c,Azadirachta mpdjfoo,Calming Mediterranean Azadirachta Leaf (Stress),Apiaceae,African Traditional,Respiratory,Low,Clinical
3d40dd4d-3337-4e3a-a064-6e616cab1e19,Andrographis cpwndjq,Black Bengal Andrographis Infusion (Liver),Zingiberaceae,Amazonian,Diabetes,High,Clinical
69790297-2804-4d48-9ff9-f8f0a3c4dc53,Taraxacum qwfrkxi,Red Kerala Taraxacum Flower (Sleep),Rosaceae,Western Herbal,Inflammation,High,Clinical
12255cd6-b353-4880-a59b-aa339c028552,Uncaria uxkozuj,Desert Sichuan Uncaria Extract (Cognitive),Zingiberaceae,TCM,Metabolic,High,Preclinical
4db0010a-2a2b-4e77-9013-56ef083a393a,Ocimum zrkpcof,White Andean Ocimum Leaf (Liver),Solanaceae,African Traditional,Respiratory,High,Clinical
4b8ed131-6d9a-442e-9340-4d4fefdc4b3e,Trigonella sxhbkst,Silver Amazon Trigonella Infusion (Skin),Euphorbiaceae,Amazonian,Liver,High,Clinical
28ca3c5a-2ba7-47c4-bbf1-8555d90319ca,Panax viiphkj,Red Bengal Panax Leaf (Liver),Rosaceae,Unani,Digestive,Moderate,Traditional
b572e294-3514-4dc9-b450-90d29581fbd0,Salvia hxfagtm,Sacred Nile Salvia Resin (Cognitive),Euphorbiaceae,African Traditional,Liver,Low,Preclinical
92bd0590-641a-4c74-ae58-5697a1403108,Harpagophytum yxwjaat,Forest Nile Harpagophytum Essence (Digestive),Rutaceae,African Traditional,Diabetes,Low,Traditional
da67ab5f-fc60-4618-a224-37ce81318e4e,Cassia wvaxdsp,Vital Sichuan Cassia Infusion (Stress),Lamiaceae,Western Herbal,Cardiovascular,Low,Clinical
08563715-d452-472a-9aa9-d88d4d2deae8,Zingiber xbtomvk,Cooling Saharan Zingiber Essence (Liver),Rosaceae,Western Herbal,Immune,Low,Traditional
91a79ad6-9b41-4385-8149-9be489d94d47,Echinacea zxneqwl,Calming Amazon Echinacea Fruit (Respiratory),Zingiberaceae,Ayurveda,Skin,Moderate,Preclinical
7ef5e937-b124-4e6e-8c5b-4629893ac99c,Ficus idbhsrl,Ancient Saharan Ficus Tonic (Liver),Fabaceae,Unani,Immune,Moderate,Traditional
ce732c01-bcd0-46ea-b8bd-ecb6e6d5593f,Inula azdprnu,Calming Saharan Inula Root (Skin),Euphorbiaceae,TCM,Sleep,High,Traditional
31ff185a-7f18-4aa4-b010-dd17751751c2,Echinacea xsdjphi,River Sichuan Echinacea Extract (Cognitive),Fabaceae,Amazonian,Stress,High,Preclinical
63a42046-3110-462f-9c2c-55df45db89ce,Bacopa lotfadr,Gentle Nile Bacopa Leaf (Inflammation),Solanaceae,African Traditional,Cognitive,High,Clinical
206f95ce-2820-4164-828a-63d736391871,Acacia bmhiqfk,Vital Bengal Acacia Fruit (Inflammation),Lamiaceae,Western Herbal,Respiratory,High,Traditional
408c4d31-b4f6-4313-9e43-89527d9a1f3f,Ginkgo ciiriub,Resilient Yunnan Ginkgo Fruit (Sleep),Fabaceae,TCM,Diabetes,High,Clinical
8ce7ac42-3be6-499e-8703-a2010d45d974,Lavandula fuoqgen,Wild Andean Lavandula Leaf (Cognitive),Solanaceae,TCM,Skin,Moderate,Clinical
46598e0a-fd96-4df4-ba77-b3ebbba49c8b,Centella ucqiddn,Calming Sichuan Centella Elixir (Liver),Solanaceae,Unani,Stress,High,Clinical
04e8d428-ab96-49a5-b973-3819e671c932,Hypericum xwwvqrd,Strong Sichuan Hypericum Extract (Inflammation),Araliaceae,African Traditional,Diabetes,Low,Clinical
708f25d7-3305-4845-b6ae-a4f1e05b99d9,Scutellaria imxqtyq,Green Bengal Scutellaria Flower (Sleep),Asteraceae,Amazonian,Metabolic,High,Traditional
b90f955c-7734-4e76-9662-220be93ce990,Salvia ydclunt,Wild Amazon Salvia Essence (Sleep),Araliaceae,Western Herbal,Diabetes,Low,Traditional
081cff9e-622e-4a74-bb28-5f7564a8aa6e,Passiflora sidqmft,Red Bengal Passiflora Root (Liver),Euphorbiaceae,Western Herbal,Respiratory,High,Traditional
c982228e-9a9e-4c1c-9fd6-6b52d93a7272,Gymnema vbwflty,Gentle Yunnan Gymnema Extract (Immune),Poaceae,African Traditional,Stress,Low,Traditional
3fff1c75-b75b-43bb-aa20-a6674145940b,Asparagus wnxxpov,River Saharan Asparagus Infusion (Cardiovascular),Solanaceae,Ayurveda,Liver,Moderate,Traditional
abe0400e-7bb7-43c1-8f64-1941735912af,Angelica giirxkd,Rare Bengal Angelica Root (Stress),Poaceae,Unani,Cognitive,Low,Clinical
fd31aff0-1256-432a-bfa9-ee58f6af83a6,Bacopa enoagkh,River Sichuan Bacopa Resin (Metabolic),Fabaceae,TCM,Sleep,Low,Traditional
4339870a-f271-40d3-b715-ee2e6b9bfd7d,Mentha pyrgzjp,Ancient Andean Mentha Powder (Immune),Poaceae,TCM,Stress,Low,Clinical
50c52bf8-cd03-44f2-9701-856d7e108805,Thymus nqwiopj,Bitter Yunnan Thymus Bark (Inflammation),Solanaceae,Unani,Metabolic,Low,Preclinical
45cf9a9a-8789-4312-9756-2ba38510b6fb,Valeriana kywavio,Strong Amazon Valeriana Root (Respiratory),Lamiaceae,TCM,Skin,Low,Traditional
17f82c07-e198-4eb3-b3c1-f180560a77ee,Uncaria hkqrays,Rare Himalayan Uncaria Elixir (Liver),Rosaceae,Unani,Sleep,High,Traditional
8eb5d0f0-062e-4c0b-a45f-b875c4e53398,Cassia naukooc,Forest Atlas Cassia Seed (Inflammation),Fabaceae,Western Herbal,Respiratory,Low,Preclinical
c5ecce7b-df42-48c6-81de-ca1598b2ccdb,Boswellia pmzwrxa,Fragrant Amazon Boswellia Resin (Diabetes),Asteraceae,Unani,Digestive,Low,Traditional
6a5e7a4a-c7aa-4702-8ac9-06eab76507ce,Ginkgo kjdqfku,Strong Nile Ginkgo Root (Metabolic),Araliaceae,Ayurveda,Inflammation,High,Clinical
22dd770c-7919-4f9e-a97f-6e66ff12001d,Scutellaria iuxhgux,White Yunnan Scutellaria Fruit (Liver),Rosaceae,Unani,Immune,Moderate,Traditional
aa6f8182-8b9b-4f9a-88ba-d05dd1db0954,Passiflora rjgrlqi,Desert Bengal Passiflora Extract (Cognitive),Solanaceae,Western Herbal,Skin,High,Clinical
fe45c0b1-e586-497d-b65c-966a6f7fe05e,Moringa ltjfjuj,Mountain Nile Moringa Elixir (Respiratory),Rutaceae,TCM,Stress,Low,Preclinical
ee19bea6-e5c2-4e32-8fb3-aca979ea60f5,Mentha wbrfzrz,Wild Balkan Mentha Resin (Inflammation),Poaceae,Ayurveda,Inflammation,Low,Clinical
bcf5dc66-658c-4710-96e9-b10b6a843e00,Scutellaria sygdyas,Golden Andean Scutellaria Fruit (Immune),Rosaceae,Unani,Cognitive,Moderate,Preclinical
55018cde-9c10-4bcb-b094-7d439afaa7bd,Glycyrrhiza sfingkl,Desert Yunnan Glycyrrhiza Leaf (Respiratory),Apiaceae,Ayurveda,Immune,Moderate,Traditional
5f077aa4-55be-43c1-b181-84a8689cfe0b,Artemisia ykucfgt,Sacred Amazon Artemisia Resin (Cardiovascular),Araliaceae,Unani,Diabetes,High,Clinical
27302bce-849f-49a0-959a-c6dc175f78b2,Curcuma mpsfcip,River Nile Curcuma Essence (Liver),Rutaceae,Western Herbal,Stress,High,Clinical
98b9a8b5-a6da-4c3d-aec7-3cb00c47e922,Andrographis obmcygg,Silver Mediterranean Andrographis Resin (Respiratory),Zingiberaceae,Amazonian,Cognitive,High,Clinical
59da15f7-2043-4fe0-9a37-c59cea9568f4,Polygonum fcwjjuw,Green Andean Polygonum Seed (Skin),Poaceae,Unani,Diabetes,Low,Clinical
8861e6dd-9746-408e-8a14-247a5d056956,Glycyrrhiza thhkdbr,Silver Nile Glycyrrhiza Leaf (Immune),Apiaceae,Unani,Skin,Moderate,Preclinical
0fd9162d-b0c4-40ef-9fa4-0886893aea91,Zingiber ilczpmf,Bitter Yunnan Zingiber Leaf (Cognitive),Rosaceae,TCM,Stress,Moderate,Traditional
56db5998-b885-4c7f-82ad-a2f33a9ac35a,Mentha qrdoaow,Healing Sichuan Mentha Essence (Inflammation),Rutaceae,Western Herbal,Diabetes,Low,Clinical
86a59a20-ade1-486d-9252-46362b7dc87f,Zingiber vjkgvzl,River Andean Zingiber Essence (Skin),Lamiaceae,African Traditional,Stress,Low,Preclinical
da44bba5-2ce5-45e4-bb19-59ece2c5df15,Alpinia cnqriio,Wild Saharan Alpinia Powder (Respiratory),Zingiberaceae,Amazonian,Inflammation,Low,Preclinical
cf1f8c7f-bc9c-4c9c-b936-72e623ab72df,Ficus qfeznwt,Desert Amazon Ficus Elixir (Digestive),Rutaceae,African Traditional,Stress,Moderate,Preclinical
4feb2eef-7aab-4a09-b1ab-a3460cd2f0df,Inula jzkasgy,Red Yunnan Inula Leaf (Skin),Rosaceae,Amazonian,Metabolic,High,Preclinical
f239a53c-c157-4d46-978a-917bbd313327,Phyllanthus dbvjtwr,Strong Bengal Phyllanthus Resin (Sleep),Apiaceae,Western Herbal,Liver,High,Preclinical
831d3cb4-b144-4ac5-b09e-01abd96617a3,Angelica loourvq,Restorative Saharan Angelica Elixir (Stress),Zingiberaceae,Unani,Diabetes,High,Traditional
b94533cf-db0f-4db0-b5b6-d6ca9d5f46b4,Withania gamoitx,Strong Amazon Withania Root (Inflammation),Fabaceae,African Traditional,Metabolic,Low,Traditional
16f322d1-d292-4571-9400-ebbaf034f1b0,Angelica tnifagg,Mountain Yunnan Angelica Fruit (Diabetes),Rutaceae,Unani,Cardiovascular,Moderate,Traditional
93c86235-6457-4416-99be-b5525ec47f00,Gymnema ypmsvwf,Silver Sichuan Gymnema Seed (Sleep),Rutaceae,TCM,Diabetes,Low,Preclinical
2c16afdc-ad40-422f-9ec0-b3b8fa45bd01,Azadirachta rwclbff,Healing Mediterranean Azadirachta Rhizome (Digestive),Apiaceae,Unani,Sleep,Low,Preclinical
086a7227-7ad1-4e52-a23c-7e77e5c40800,Polygonum qxqxdep,Fragrant Mediterranean Polygonum Infusion (Diabetes),Fabaceae,Amazonian,Immune,High,Preclinical
e855000a-f436-4a36-bcba-85dfb29721ac,Calendula zxyxnfr,Vital Amazon Calendula Infusion (Respiratory),Euphorbiaceae,Unani,Liver,High,Traditional
b6c74145-2f7e-4996-8562-b7a31dad2503,Valeriana qsfnsjr,Fragrant Andean Valeriana Leaf (Stress),Solanaceae,Unani,Cognitive,Moderate,Traditional
deb7aa42-3ce1-4b05-9047-dcbf6c86fa32,Moringa strrhvm,Calming Kerala Moringa Elixir (Digestive),Poaceae,Ayurveda,Digestive,Moderate,Preclinical
974aad3a-ec0c-4451-a897-7e51ba53347e,Withania dqelfxg,Sacred Amazon Withania Extract (Cognitive),Lamiaceae,TCM,Respiratory,High,Preclinical
c4e560f2-86d6-4d8f-8ee1-3dca4d73fc43,Polygonum glcnfem,Purifying Saharan Polygonum Fruit (Sleep),Poaceae,African Traditional,Skin,Low,Traditional
5fdebf90-f0d4-4b22-a0ad-57b6e2f44c44,Scutellaria rypyryf,Healing Kerala Scutellaria Leaf (Immune),Fabaceae,TCM,Immune,High,Preclinical
9a037886-bda9-4b4c-b4dd-d06f388639fa,Ocimum nnhjuhk,Fragrant Atlas Ocimum Rhizome (Sleep),Euphorbiaceae,Western Herbal,Metabolic,Low,Clinical
f3572ddd-3a5f-45b3-90d8-6bce15ec82dc,Berberis dmeqzku,Bitter Andean Berberis Seed (Digestive),Lamiaceae,Unani,Respiratory,Moderate,Traditional
e221682b-9510-4b8e-8e6d-448cf9005edf,Acorus pgsjaxo,Green Sichuan Acorus Rhizome (Immune),Rutaceae,Ayurveda,Digestive,High,Clinical
85018d14-18fe-4d31-8f6f-5cb73e499753,Panax ipjklki,Black Amazon Panax Resin (Skin),Solanaceae,Amazonian,Sleep,Moderate,Preclinical
ccf2b29d-732a-449e-8b29-69c9f548c365,Adhatoda djskjlt,Forest Himalayan Adhatoda Powder (Liver),Rosaceae,Western Herbal,Stress,Moderate,Clinical
9699f7e5-c12e-4920-9cc3-323809a42dcf,Asparagus hixupxl,Rare Saharan Asparagus Rhizome (Metabolic),Lamiaceae,Amazonian,Cardiovascular,Moderate,Clinical
97cb2e42-02a3-4bb6-919a-aad88e1f4033,Zingiber idqghwh,Cooling Yunnan Zingiber Rhizome (Inflammation),Zingiberaceae,TCM,Metabolic,Low,Preclinical
557157f5-9d95-4bf6-98fb-12d93102c8b5,Ficus dzyjjuq,White Amazon Ficus Rhizome (Cardiovascular),Asteraceae,Ayurveda,Cognitive,Low,Traditional
88545125-93be-4110-8216-ad468946601f,Centella wbjnmti,Forest Andean Centella Leaf (Cognitive),Euphorbiaceae,Ayurveda,Respiratory,Low,Clinical
7842a4e5-550f-461d-b3f9-3efe51dc035d,Ephedra erjphcu,Soothing Andean Ephedra Seed (Stress),Apiaceae,Unani,Immune,Low,Traditional
d2ea58b7-c305-4d14-a645-9b58106c11c1,Salvia agfquoo,White Andean Salvia Extract (Diabetes),Poaceae,Ayurveda,Metabolic,High,Preclinical
dc1c369d-7d08-4490-926f-50a077f0a477,Calendula yxlywqb,Green Nile Calendula Seed (Skin),Apiaceae,Ayurveda,Liver,Low,Clinical
1c165557-0d38-4556-ba5b-2c6751c3fee9,Camellia mtbditt,Strong Saharan Camellia Fruit (Cardiovascular),Poaceae,African Traditional,Skin,Moderate,Clinical
080b777e-80e2-4029-9e8d-89137bc6cd6a,Acacia azubuov,Healing Himalayan Acacia Extract (Diabetes),Rosaceae,Amazonian,Digestive,Low,Traditional
439a0947-6cfd-4180-873c-a6f76996e0b1,Tinospora tllwerh,Rare Bengal Tinospora Resin (Sleep),Zingiberaceae,Amazonian,Liver,Moderate,Traditional
a21365e0-5abf-4e2d-abea-3cf48730ffba,Alpinia jmhzgmk,Soothing Saharan Alpinia Resin (Sleep),Poaceae,African Traditional,Digestive,Moderate,Clinical
2805aff7-60ad-47ab-960d-8c1d2a583086,Calendula bsxvhrh,Bitter Mediterranean Calendula Resin (Stress),Lamiaceae,Ayurveda,Digestive,Moderate,Traditional
daa7c610-88d2-413f-8aa6-7327882917e6,Azadirachta kgbmhjd,White Yunnan Azadirachta Fruit (Digestive),Lamiaceae,TCM,Digestive,Moderate,Preclinical
7b4551c3-88f4-4cfe-9311-1befb63d3260,Rhodiola bhpbhts,Strong Andean Rhodiola Elixir (Stress),Euphorbiaceae,African Traditional,Skin,Moderate,Clinical
401ca749-42b3-4032-a6fd-a3d790aa72f5,Passiflora tvrsyzf,Soothing Yunnan Passiflora Elixir (Inflammation),Zingiberaceae,Unani,Liver,Low,Traditional
dcde28a6-cf37-4805-a752-5a810a1d06d7,Bacopa iakvwbm,Vital Balkan Bacopa Resin (Liver),Euphorbiaceae,Ayurveda,Immune,High,Traditional
e7267b95-e7b5-40ca-b389-091eb18f3b80,Cassia pwkqhzj,Vital Yunnan Cassia Seed (Cardiovascular),Euphorbiaceae,Amazonian,Immune,Moderate,Clinical
e6ccee76-8043-4a93-846b-96f475eef4f8,Berberis ikdqvho,Silver Yunnan Berberis Resin (Digestive),Zingiberaceae,Unani,Stress,Low,Traditional
d5cc3e44-2da4-4667-9c2a-a316a53acdb6,Centella grojrja,Cooling Amazon Centella Essence (Sleep),Apiaceae,Western Herbal,Diabetes,Moderate,Clinical
0c1daec4-c523-405b-80ba-b9668ec3394f,Acacia ogshjfi,Healing Andean Acacia Extract (Digestive),Euphorbiaceae,African Traditional,Immune,Low,Clinical
5c8c86f2-0335-40f5-a1d4-fc54500c00cc,Berberis hsmrjxp,Purifying Nile Berberis Flower (Stress),Asteraceae,Ayurveda,Inflammation,High,Clinical
e38f5a72-6e65-4a94-86fc-f621dd621acc,Zingiber jbpikgl,Bitter Andean Zingiber Leaf (Sleep),Apiaceae,Unani,Immune,Low,Clinical
ea7132a1-031b-4d01-9199-f25bd9eafcb2,Plantago rzarnvk,Ancient Nile Plantago Seed (Respiratory),Asteraceae,TCM,Digestive,High,Traditional
f1fa2afe-60fb-42d9-bacc-848a1e049f0d,Angelica ydzjhxp,Silver Saharan Angelica Flower (Liver),Euphorbiaceae,Western Herbal,Metabolic,Moderate,Clinical
7fc23066-558b-4165-8496-164927edeef8,Alpinia rmdsatg,Ancient Andean Alpinia Essence (Inflammation),Fabaceae,African Traditional,Digestive,High,Traditional
bee71d97-d1bf-4e64-89f9-28f43f9bd757,Moringa gmshlbr,Strong Bengal Moringa Leaf (Immune),Araliaceae,Amazonian,Metabolic,High,Traditional
f37a83fd-588e-40da-b13f-5a7668024432,Mentha kwefvup,Wild Balkan Mentha Bark (Stress),Solanaceae,Amazonian,Digestive,Moderate,Clinical
486e6c9c-38a8-4826-bd6a-f568a3463a89,Moringa slbanvy,Golden Balkan Moringa Tonic (Liver),Asteraceae,Amazonian,Inflammation,Moderate,Preclinical
5167be25-fb2c-4c23-bb12-f6b36921d3fe,Lavandula vphkixh,Vital Atlas Lavandula Essence (Inflammation),Poaceae,Amazonian,Sleep,Moderate,Preclinical
e43fd168-724d-45f7-acbc-2780c082d2e5,Adhatoda clkedca,Red Atlas Adhatoda Leaf (Liver),Apiaceae,Western Herbal,Digestive,Low,Preclinical
4f5f2ef2-240f-443a-a67e-542eb98142be,Aegle psyfgqd,Red Mediterranean Aegle Seed (Stress),Fabaceae,Ayurveda,Liver,High,Traditional
d3f6d1cc-5db3-4b05-810d-78e5426d6c89,Acacia frjzket,Green Bengal Acacia Rhizome (Metabolic),Zingiberaceae,TCM,Sleep,Low,Clinical
1644333b-387a-4a4e-99b4-383bb71ba1de,Echinacea ondtpot,Mountain Yunnan Echinacea Bark (Metabolic),Poaceae,Ayurveda,Cognitive,High,Traditional
8825d54a-c1d4-4744-b6b8-c42ca41e9ed2,Panax kwavgek,Purifying Sichuan Panax Rhizome (Inflammation),Euphorbiaceae,African Traditional,Stress,Moderate,Traditional
df7b373d-1255-4f41-8574-10868b3322fd,Camellia rtexmiy,Purifying Nile Camellia Leaf (Inflammation),Solanaceae,TCM,Stress,Moderate,Preclinical
8084cf47-3eae-4642-a340-6d84a751e60b,Thymus ssykqmr,Silver Saharan Thymus Rhizome (Digestive),Zingiberaceae,Unani,Sleep,Moderate,Traditional
f4fdbe66-e839-4f0a-99d5-786efd53f76e,Passiflora rmwntct,Green Nile Passiflora Rhizome (Skin),Poaceae,African Traditional,Inflammation,Low,Traditional
d8b8fec3-c1e0-40f5-9594-c9a4133f0619,Gymnema ymfapdj,Purifying Balkan Gymnema Fruit (Liver),Solanaceae,Amazonian,Metabolic,Moderate,Clinical
9aa4c1b3-543e-49fc-8666-4a65b8109de7,Plantago tadrwol,Calming Atlas Plantago Fruit (Cognitive),Rutaceae,TCM,Cognitive,High,Clinical
07fb4620-c6fe-4752-b910-2b0d266df1ff,Zingiber tyqoktf,Desert Himalayan Zingiber Resin (Immune),Solanaceae,TCM,Stress,Moderate,Traditional
6909eb05-8b36-4b4a-8c09-c7e3e70551a4,Phyllanthus kydfcsv,Healing Andean Phyllanthus Leaf (Cognitive),Rosaceae,TCM,Skin,Moderate,Preclinical
c5fc59cc-4dde-459b-8561-5021bd025ce3,Panax fhcawrm,Desert Yunnan Panax Root (Cardiovascular),Poaceae,Unani,Cardiovascular,Moderate,Clinical
94ade206-04ce-4ad6-9f6e-63e5e654a937,Glycyrrhiza grptkuy,Vital Amazon Glycyrrhiza Rhizome (Digestive),Zingiberaceae,Western Herbal,Liver,Moderate,Traditional
17b3b89f-306b-4b43-be08-5d1f376fbc6a,Acorus dhupcsi,Cooling Bengal Acorus Tonic (Cognitive),Euphorbiaceae,Ayurveda,Immune,High,Preclinical
705dc6e4-5923-4321-8838-653526bb9509,Thymus jwnpkxv,Wild Kerala Thymus Infusion (Sleep),Poaceae,Unani,Liver,Low,Preclinical
2cb52a04-0986-4511-8837-f4f467b04aed,Ephedra jmfxqqe,Soothing Bengal Ephedra Root (Respiratory),Rutaceae,Western Herbal,Diabetes,High,Clinical
6d3ce320-0d73-4462-82c9-981d3329d5c4,Polygonum fufcwrp,Golden Balkan Polygonum Infusion (Metabolic),Apiaceae,Ayurveda,Stress,High,Preclinical
7fe6060a-9552-4051-8be5-cd0ada6d72a5,Taraxacum lzvzakk,Bitter Yunnan Taraxacum Rhizome (Metabolic),Euphorbiaceae,Unani,Sleep,Moderate,Clinical
6138ae6a-d2f8-46c1-ae00-c22b3e9163ff,Berberis xwsknsb,Ancient Andean Berberis Leaf (Metabolic),Zingiberaceae,Unani,Liver,Low,Traditional
264fde1a-8a6d-4e50-a965-cf1f6ca96012,Curcuma kwrgbyn,Mountain Balkan Curcuma Seed (Metabolic),Fabaceae,African Traditional,Inflammation,Moderate,Clinical
fcfb970e-c370-4ea8-b64d-fca2734f09c1,Ocimum aqgshuc,Ancient Yunnan Ocimum Root (Skin),Araliaceae,Ayurveda,Stress,Moderate,Preclinical
63a1dc72-3b5a-4f6f-a2c0-2e404fed0964,Centella ozqsskx,Calming Balkan Centella Resin (Immune),Lamiaceae,African Traditional,Sleep,Moderate,Traditional
ba0d0968-01c7-47a7-944f-f1558b150b60,Panax ddernnk,Vital Sichuan Panax Infusion (Metabolic),Apiaceae,African Traditional,Liver,Moderate,Traditional
36e26d5a-bf85-435a-9815-cf544ddd97e8,Trigonella gzvomui,Golden Himalayan Trigonella Root (Immune),Rutaceae,Unani,Stress,High,Traditional
395a0670-a045-46ff-8036-db81e5253ca6,Cassia sbjhsht,Silver Yunnan Cassia Elixir (Respiratory),Poaceae,Western Herbal,Immune,High,Traditional
f7a2f15d-c5b7-4f84-9427-d651677e34ab,Echinacea dnhunby,Gentle Andean Echinacea Flower (Cognitive),Araliaceae,Ayurveda,Digestive,High,Clinical
3a1d1f48-011e-41d5-8696-82db45d9de1b,Zingiber mremdzq,Green Andean Zingiber Resin (Cardiovascular),Lamiaceae,TCM,Respiratory,Low,Traditional
c5c3504e-661a-4b14-95df-f8253bf61cee,Andrographis dbtiouo,Bitter Atlas Andrographis Rhizome (Immune),Solanaceae,Amazonian,Immune,Low,Traditional
ab56b545-9762-4762-a8c2-d92ea23344f3,Polygonum npzyteb,Healing Andean Polygonum Tonic (Cardiovascular),Araliaceae,African Traditional,Diabetes,Moderate,Traditional
eac67805-d7dd-4526-9035-e72f3fd4d746,Aloe jpwdjum,Soothing Bengal Aloe Resin (Metabolic),Zingiberaceae,Ayurveda,Liver,Moderate,Clinical
a0b2ac60-9191-42e7-9174-4f277b372c91,Ginkgo ifihrqt,Vital Amazon Ginkgo Powder (Diabetes),Asteraceae,Ayurveda,Cardiovascular,Moderate,Preclinical
d0745e86-05e5-4c19-888f-263884855f98,Rhodiola uzyjgtb,Cooling Himalayan Rhodiola Extract (Immune),Euphorbiaceae,Unani,Skin,High,Preclinical
2f773925-3040-46c6-86aa-b56666d9099a,Panax okmsbyi,Resilient Yunnan Panax Bark (Liver),Rutaceae,Western Herbal,Cognitive,Moderate,Preclinical
6bfe74f2-22c6-455e-a14a-c024fdcb25ae,Curcuma geyjxhb,Strong Balkan Curcuma Fruit (Immune),Euphorbiaceae,African Traditional,Respiratory,Low,Preclinical
c23b5294-790f-42e4-81ec-51bbf539fe18,Ficus jvtladl,Fragrant Bengal Ficus Root (Cognitive),Fabaceae,Unani,Sleep,Moderate,Clinical
1f64fa0f-df5e-45d7-899d-53fb897cde9d,Silybum kpjtqxk,Mountain Yunnan Silybum Elixir (Diabetes),Zingiberaceae,TCM,Sleep,High,Preclinical
a5ff4d9f-1396-41ba-9f88-c6459485de73,Ficus ahmgjjm,Rare Amazon Ficus Elixir (Stress),Zingiberaceae,Unani,Stress,Low,Traditional
f80c23a9-19b8-4ea4-8b51-366c36f20051,Uncaria xackaxn,Fragrant Sichuan Uncaria Fruit (Cognitive),Rosaceae,Ayurveda,Cognitive,High,Traditional
a0c2e4f9-a9ad-4b42-aff9-03830214937b,Trigonella xwpspmb,Gentle Kerala Trigonella Rhizome (Stress),Euphorbiaceae,Amazonian,Cardiovascular,Low,Clinical
b2f89077-6237-4e5f-851f-92b60f0657fa,Acacia fpnkwlm,Restorative Bengal Acacia Root (Cardiovascular),Rutaceae,TCM,Cardiovascular,Moderate,Clinical
960bd43c-15c2-4ac2-a852-923e0664c44f,Hypericum tpfeyho,Fragrant Mediterranean Hypericum Resin (Stress),Asteraceae,Western Herbal,Inflammation,Low,Traditional
b1e4f7ef-6abd-4acd-8eef-993ee0511d10,Glycyrrhiza tklbdlq,Vital Yunnan Glycyrrhiza Elixir (Liver),Rosaceae,African Traditional,Cognitive,High,Clinical
4e57cb49-d043-4e7f-8f20-b74ad03c8279,Passiflora bmsjtnc,Calming Himalayan Passiflora Extract (Immune),Rutaceae,Amazonian,Cardiovascular,Low,Traditional
7cd652e6-b1e8-4038-a67d-5606446dc5f4,Rhodiola gceldka,Calming Himalayan Rhodiola Bark (Sleep),Poaceae,Unani,Skin,Moderate,Preclinical
c11cec6d-67d2-4140-97b0-78a1a58d7408,Azadirachta aiwrlln,Gentle Nile Azadirachta Leaf (Cardiovascular),Poaceae,Amazonian,Digestive,Moderate,Clinical
2f1280fd-77be-4b2a-a42c-a82f4bba5a3b,Trigonella tnbquxq,Bitter Saharan Trigonella Seed (Cognitive),Poaceae,African Traditional,Immune,Moderate,Preclinical
d04b765f-43a2-44d6-949e-a4c5c40e0c19,Bacopa nabgttx,Healing Saharan Bacopa Essence (Metabolic),Apiaceae,Unani,Skin,Low,Preclinical
740cdd6f-99b3-4737-b5c6-2fc644d99e9c,Salvia yjmhjal,Bright Mediterranean Salvia Extract (Inflammation),Poaceae,TCM,Respiratory,Low,Clinical
5fc2dd9a-d610-4014-943f-79985f0cf77e,Berberis hmjzniv,Ancient Yunnan Berberis Powder (Skin),Poaceae,Amazonian,Liver,Moderate,Traditional
88784a76-df91-4aa8-a101-f3f8c1e28f01,Ocimum anrtdmk,Silver Sichuan Ocimum Bark (Diabetes),Zingiberaceae,Amazonian,Digestive,Low,Preclinical
c8c42dbc-8492-4dc4-8e6c-58811c52de2d,Adhatoda eekowik,Strong Himalayan Adhatoda Extract (Immune),Euphorbiaceae,Unani,Digestive,High,Clinical
9c819206-4f8a-486c-a0ca-9467a2e94323,Echinacea bpgiomb,Cooling Nile Echinacea Elixir (Inflammation),Rosaceae,Ayurveda,Skin,Low,Clinical
2c3fc4b9-3dc1-4c71-b3b1-4e19b2709433,Rhodiola hgzcgmr,River Atlas Rhodiola Essence (Stress),Fabaceae,Ayurveda,Diabetes,High,Preclinical
3291ed6e-eb17-4107-9e84-2d078cb368a7,Artemisia qqcuovp,Ancient Mediterranean Artemisia Bark (Inflammation),Fabaceae,TCM,Diabetes,Moderate,Clinical
